"id","concession","area","sitecode","stopname","roadname","towards","coordinates"
738,"JTL","Central","JTL-291-P","Karol Bagh Terminal","D B Gupta Road","Anand Parbat","28.643994, 77.189134"
739,"JTL","Central","JTL-292-P","Karol Bagh Terminal","D B Gupta Road","Paharganj","28.644011, 77.188031"
740,"JTL","Central","JTL-293-P","Karol Bagh Terminal","D B Gupta Road","Paharganj","28.644023, 77.188126"
741,"JTL","Central","JTL-294-P","Tibiya College","New Rohtak Road","Anand Parbat","28.657321, 77.195021"
742,"JTL","Central","JTL-295-P","Tibiya College","New Rohtak Road","Filmistan Xing","28.657545, 77.194881"
743,"JTL","Central","JTL-296-P","Guru Gobind Singh Marg","New Rohtak Road","Jhandewalan","28.655580, 77.198733"
744,"JTL","Central","JTL-297-P","Guru Gobind Singh Marg","New Rohtak Road","Zakhira","28.655189, 77.199170"
745,"JTL","West","JTL-298-P","Rajinder Nagar","Shankar Road","To be done","28.641216, 77.175711"
746,"JTL","West","JTL-299-P","Shankar Road Market","Shankar Road","To be done","28.639039, 77.179256"
747,"JTL","West","JTL-300-P","Rajinder Nagar Post Office","Shankar Road","To be done","28.636900, 77.183190"
748,"JTL","South","JTL-301-P","Vardhman mahavir medical college","Mahatma Gandhi Marg","Dhaula Kuan","28.569509, 77.204315"
749,"JTL","South","JTL-302-P","Metro station Green Park","Aurobindo Marg","AIIMS","28.557732, 77.206585"
750,"JTL","West","JTL-303-P","Dhaula Kuan","Mahatma Gandhi Marg","Dhaula Kuan","28.598783, 77.162693"
751,"JTL","West","JTL-304-P","Defence officers enclave (Dhaula kaun)","Mahatma Gandhi Marg","AIIMS","28.599221, 77.162929"
752,"JTL-New 100","South","JTL-305-P","Aerocity","NH - 8","Shankar Vihar","28.548418, 77.121412"
753,"JTL-New 100","South","JTL-306-P","Aerocity","NH - 8","Shankar Vihar","28.547758, 77.122936"
786,"DTIDC","South","DDS-320-P","Okhla Sabzi Mandi","Captain Gaur Marg","Ring Road","28.559142, 77.262081"
787,"DTIDC","North","DDN-321-P","Bungalow Road","Bungalow Road","Kamla nagar market","28.680472, 77.208242"
788,"DTIDC","North","DDN-322-P","Hansraj College","Mahatma Hans Raj Marg","Sri Ram Institute","28.679348, 77.208466"
789,"DTIDC","North","DDN-323-P","Shriram Institute","N V Thadani Marg","Mall Road","28.681161, 77.212393"
790,"DTIDC","North","DDN-324-P","Delhi old Sachivalaya(Postal Accounts office)","Sham Nath Marg","Kashmere gate","28.684115, 77.222255"
791,"DTIDC","North","DDN-325-P","Khalsa College","Guru Tegh Bahadur Road","Patel Chest","28.694462, 77.209515"
792,"DTIDC","North","DDN-326-P","Patel Chest","Guru Tegh Bahadur Road","Dhaulat Ram","28.691357, 77.208051"
793,"DTIDC","North","DDN-327-P","Postal Accounts Office","Sham Nath Marg","Azadpur","28.676361, 77.225061"
794,"DTIDC","North","DDN-328-P","Dhaulat Ram College","Guru Tegh Bahadur Road","Roop Nagar","28.688033, 77.206448"
795,"DTIDC","North","DDN-329-P","Police Station Roop Nagar","Satyawati Marg","Shakti Nagar","28.684176, 77.202607"
796,"DTIDC","North","DDN-330-P","Kirori Mal College","Prof ND Kapoor Marg","Ramjas College","28.683684, 77.207884"
797,"DTIDC","North","DDN-331-P","Kirori Mal College","Prof ND Kapoor Marg","Hansraj College","28.683727, 77.207989"
798,"DTIDC","South","DDS-332-P","Nelson Mandela Marg(Outside Shopping Complex)","Nelson Mandela Marg","VV Depot","28.539989, 77.155604"
799,"DTIDC","South","DDS-333-P","Vasant Vihar (Opposite Priya)","Munirka Marg","VV Depot","28.556935, 77.163531"
800,"DTIDC","North","DDN-334-P","Raj Ghat Depot-On Ring Road Bye Pass","Mahatma Gandhi Marg","ITO","28.640759, 77.257995"
801,"DTIDC","North","DDN-335-P","Raj Ghat Depot- On Ring Road Bye Pass","Mahatma Gandhi Marg","ISBT","28.640850, 77.257775"
802,"DTIDC","North","DDN-336-P","Geeta Colony pul- On Ring Road Bye Pass","Mahatma Gandhi Marg","ITO","28.650058, 77.252411"
803,"DTIDC","North","DDN-337-P","Geeta Colony pul- On Ring Road Bye Pass","Mahatma Gandhi Marg","ISBT","28.650384, 77.251909"
804,"DTIDC","South","DDS-338-P","Nelson Mandela Marg","Nelson Mandela Marg","Vasant Kunj","28.530828, 77.149664"
805,"DTIDC-New 100","North","DDN-339-P","Kohat Enclave","Shaid Jagat Narayan Marg","Madhuban Chowk","28.696936, 77.142694"
806,"DTIDC-New 100","North","DDN-340-P","Punjab Kesri","Mahatma Gandhi Marg","Punjabi bagh","28.695879, 77.155603"
807,"DTIDC-New 100","North","DDN-341-P","Wazirpur Depot","Mahatma Gandhi Marg","Azadpur","28.694777, 77.154698"
808,"DTIDC-New 100","North","DDN-342-P","Wazirpur Depot","Mahatma Gandhi Marg","Punjabi Bagh","28.694859, 77.155136"
809,"DTIDC-New 100","North","DDN-343-P","Wazirpur Depot","Mahatma Gandhi Marg","Punjabi Bagh","28.694485, 77.154937"
810,"DTIDC-New 100","North","DDN-344-P","Shalimar bagh","Mahatma Gandhi Marg","Azadpur","28.700938, 77.160882"
811,"DTIDC-New 100","North","DDN-345-P","Shalimar bagh","Mahatma Gandhi Marg","Azadpur","28.701057, 77.161291"
812,"DTIDC-New 100","North","DDN-346-P","Shalimar bagh","Mahatma Gandhi Marg","Wazirpur Depot","28.700796, 77.161419"
813,"DTIDC-New 100","North","DDN-347-P","Hansraj College","Professor N.D Kapoor Marg","Malkaganj","28.679430, 77.208458"
814,"DTIDC-New 100","South","DDS-348-P","Palam More","Airport Road","Domestic Airport","28.567786, 77.129559"
815,"DTIDC-New 100","South","DDS-349-P","Jharara Village","NH-8","Dhaula Kuan","28.579109, 77.144921"
816,"DTIDC-New 100","South","DDS-350-P","Jharara Village","NH-8","Gurgaon","28.579582, 77.145102"
817,"DTIDC-New 100","South","DDS-351-P","Subrotto Park","NH-8","Dhaula Kuan","28.589328, 77.153959"
818,"DTIDC-New 100","South","DDS-352-P","Subrotto Park","NH-8","Gurgaon","28.589161, 77.154262"
819,"DTIDC-New 100","South","DDS-353-P","Maha Rana Pratap Chowk","NH-8","Dhaula Kuan","28.589581, 77.155347"
820,"DTIDC-New 100","South","DDS-354-P","R R Hospital","NH-8","Dhaula Kuan","28.590673, 77.157255"
821,"DTIDC-New 100","South","DDS-355-P","R R Hospital","NH-8","Gurgaon","28.590771, 77.158499"
886,"DTIDC-319","South","DDS-1-P","FAI","Shaheed Ajit Singh Marg","Ber Sarai","28.543369, 77.180223"
887,"DTIDC-319","South","DDS-2-P","FAI","Shaheed Ajit Singh Marg","Katwaria Sarai","28.543597, 77.180083"
888,"DTIDC-319","South","DDS-3-P","Katwaria Sarai","Shaheed Ajit Singh Marg","Ber Sarai","28.540345, 77.185582"
889,"DTIDC-319","South","DDS-4-P","Katwaria Sarai","Shaheed Ajit Singh Marg","Katwaria Sarai","28.540396, 77.185578"
890,"DTIDC-319","South","DDS-5-P","Qutab Hotel","Shaheed Ajit Singh Marg","Ber Sarai","28.538953, 77.190075"
891,"DTIDC-319","South","DDS-6-P","Qutab Hotel","Shaheed Ajit Singh Marg","Katwaria Sarai","28.539224, 77.189747"
892,"DTIDC-319","South","DDS-7-P","Sanskrit VidyaPeeth","Shaheed Ajit Singh Marg","Ber Sarai","28.541805, 77.182687"
893,"DTIDC-319","South","DDS-8-P","Sanskrit VidyaPeeth","Shaheed Ajit Singh Marg","Katwaria Sarai","28.542029, 77.182771"
894,"DTIDC-319","South","DDS-9-P","Bhati Mines","Main Chhatarpur Road","Mehrauli","28.429838, 77.225960"
895,"DTIDC-319","South","DDS-10-P","Chandan Hola","Main Chhatarpur Road","Bhati Mines","28.468330, 77.187246"
896,"DTIDC-319","South","DDS-11-P","Chandan Hola","Main Chhatarpur Road","Mehrauli","28.467816, 77.186844"
897,"DTIDC-319","South","DDS-12-P","Chatter Pur Mandir","Main Chhatarpur Road","Bhati Mines","28.502515, 77.181352"
898,"DTIDC-319","South","DDS-13-P","Chatter Pur Mandir","Main Chhatarpur Road","Mehrauli","28.502233, 77.181437"
899,"DTIDC-319","South","DDS-14-P","Chatter Pur Pahari","100 Feet Road","Bhati Mines","28.509646, 77.185302"
900,"DTIDC-319","South","DDS-15-P","Chatter Pur Pahari","100 Feet Road","Mehrauli","28.509151, 77.185087"
901,"DTIDC-319","South","DDS-16-P","Chatter Pur Xing","Main Chhatarpur Road","Bhati Mines","28.505500, 77.175034"
902,"DTIDC-319","South","DDS-17-P","Chatter Pur Xing","Main Chhatarpur Road","Mehrauli","28.505429, 77.174755"
903,"DTIDC-319","South","DDS-18-P","Dera Village","Main Chhatarpur Road","Mehrauli","28.439175, 77.175950"
904,"DTIDC-319","South","DDS-19-P","Fateh Pur Berri","Main Chhatarpur Road","Mehrauli","28.459584, 77.184630"
905,"DTIDC-319","South","DDS-21-P","Mallu Farm","Main Chhatarpur Road","Bhati Mines","28.475379, 77.187553"
906,"DTIDC-319","South","DDS-22-P","Mallu Farm","Main Chhatarpur Road","Mehrauli","28.474813, 77.187027"
907,"DTIDC-319","South","DDS-23-P","Radha SwamySatsang","Main Chhatarpur Road","Bhati Mines","28.438686, 77.198315"
908,"DTIDC-319","South","DDS-24-P","Radha SwamySatsang","Main Chhatarpur Road","Mehrauli","28.438328, 77.198556"
909,"DTIDC-319","South","DDS-25-P","Raj Pur Extension","Main Chhatarpur Road","Mehrauli","28.485931, 77.188109"
910,"DTIDC-319","South","DDS-26-P","Raj Pur Extension","Main Chhatarpur Road","Bhati Mines","28.486403, 77.188103"
911,"DTIDC-319","South","DDS-27-P","Sawan PublicSchool","Main Chhatarpur Road","Mehrauli","28.437761, 77.200283"
912,"DTIDC-319","South","DDS-28-P","Shani Dham Mandir","Main Chhatarpur Road","Bhati Mines","28.463790, 77.186544"
913,"DTIDC-319","South","DDS-29-P","Shani Dham Mandir","Main Chhatarpur Road","Mehrauli","28.463243, 77.185997"
914,"DTIDC-319","South","DDS-30-P","Chattarpur Village","Main Chhatarpur Road","Mehrauli","28.502482, 77.180413"
915,"DTIDC-319","South","DDS-31-P","Nanda Hospital","Main Chhatarpur Road","Bhati Mines","28.493353, 77.184844"
916,"DTIDC-319","South","DDS-32-P","Nanda Hospital","Main Chhatarpur Road","Mehrauli","28.493546, 77.184503"
917,"DTIDC-319","South","DDS-33-P","Harswaroop Colony","Main Chhatarpur Road","Bhati Mines","28.454513, 77.183751"
918,"DTIDC-319","South","DDS-34-P","Harswaroop Colony","Main Chhatarpur Road","Mehrauli","28.454060, 77.183421"
919,"DTIDC-319","South","DDS-35-P","Dera Village More","Main Chhatarpur Road","Mehrauli","28.449716, 77.184210"
920,"DTIDC-319","South","DDS-36-P","A N Depot","Mehrauli Badarpur Road","Badarpur","28.515962, 77.225762"
921,"DTIDC-319","South","DDS-37-P","Air Force Station","Mehrauli Badarpur Road","Ambedkar Nagar","28.511276, 77.256595"
922,"DTIDC-319","South","DDS-38-P","Air Force Station","Mehrauli Badarpur Road","Badarpur","28.511663, 77.255780"
923,"DTIDC-319","South","DDS-39-P","Batra Hospital","Mehrauli Badarpur Road","Ambedkar Nagar","28.511950, 77.246817"
924,"DTIDC-319","South","DDS-40-P","Batra Hospital","Mehrauli Badarpur Road","Badarpur","28.512393, 77.245846"
925,"DTIDC-319","South","DDS-41-P","Deoli X-ing","Mehrauli Badarpur Road","Badarpur","28.514061, 77.234246"
926,"DTIDC-319","South","DDS-42-P","G-Block DakshinPuri","Mehrauli Badarpur Road","Badarpur","28.513962, 77.234692"
927,"DTIDC-319","South","DDS-43-P","Khan Pur Extension","Mehrauli Badarpur Road","Ambedkar Nagar","28.513922, 77.234804"
928,"DTIDC-319","South","DDS-44-P","Sangam Vihar","Mehrauli Badarpur Road","Ambedkar Nagar","28.511872, 77.248644"
929,"DTIDC-319","South","DDS-45-P","Sangam Vihar","Mehrauli Badarpur Road","Badarpur","28.512232, 77.248434"
930,"DTIDC-319","South","DDS-46-P","Sat Narain Tample","Mehrauli Badarpur Road","Ambedkar Nagar","28.512118, 77.243402"
931,"DTIDC-319","South","DDS-47-P","Sat Narain Tample","Mehrauli Badarpur Road","Badarpur","28.512403, 77.243126"
932,"DTIDC-319","South","DDS-48-P","Vayu Sena Bad","Mehrauli Badarpur Road","Badarpur","28.513018, 77.238715"
933,"DTIDC-319","South","DDS-49-P","Ber Sarai","Aruna Asef Ali Road","Kishan Garh","28.550690, 77.181638"
934,"DTIDC-319","South","DDS-50-P","Ber Sarai","Aruna Asef Ali Road","Kishan Garh","28.549402, 77.180632"
935,"DTIDC-319","South","DDS-51-P","ICSSR","Aruna Asef Ali Road","Outer Ring Road","28.533300, 77.171666"
936,"DTIDC-319","South","DDS-52-P","Kishan Garh","Aruna Asef Ali Road","Outer Ring Road","28.522215, 77.167839"
937,"DTIDC-319","South","DDS-53-P","School of PhysicalScience","Aruna Asef Ali Road","Kishan Garh","28.545899, 77.179253"
938,"DTIDC-319","South","DDS-54-P","Bhatnagar PublicSchool","Bhagwan Mahaveer Road","Kishan Garh","28.530167, 77.154384"
939,"DTIDC-319","South","DDS-55-P","Bhatnagar PublicSchool","Bhagwan Mahaveer Road","Nelson Mandela Marg","28.530008, 77.154359"
940,"DTIDC-319","South","DDS-56-P","Goyanka PublicSchool","Bhagwan Mahaveer Road","Nelson Mandela Marg","28.529013, 77.154959"
941,"DTIDC-319","South","DDS-57-P","Goyanka PublicSchool","Bhagwan Mahaveer Road","Kishan Garh","28.529132, 77.155025"
942,"DTIDC-319","South","DDS-58-P","Mother Dairy(Kishan Garh)","Bhagwan Mahaveer Road","Kishan Garh","28.531276, 77.153760"
943,"DTIDC-319","South","DDS-59-P","Mother Dairy(Kishan Garh)","Bhagwan Mahaveer Road","Nelson Mandela Marg","28.531058, 77.153627"
944,"DTIDC-319","South","DDS-60-P","Sec B-II VasantKunj","Bhagwan Mahaveer Road","Nelson Mandela Marg","28.531501, 77.153334"
945,"DTIDC-319","South","DDS-61-P","Sec.-B-II VasantKunj","Bhagwan Mahaveer Road","Kishan Garh","28.531680, 77.153499"
946,"DTIDC-319","South","DDS-62-P","Vasant Kunj B-3(Central School)","Bhagwan Mahaveer Road","Kishan Garh","28.532836, 77.152043"
947,"DTIDC-319","South","DDS-63-P","Vasant Kunj B-8-9","Bhagwan Mahaveer Road","Kishan Garh","28.528357, 77.155756"
948,"DTIDC-319","South","DDS-64-P","Vasant Kunj B-8-9","Bhagwan Mahaveer Road","Nelson Mandela Marg","28.528074, 77.155955"
949,"DTIDC-319","South","DDS-65-P","Lado Sarai","Mehrauli Badarpur Road","Badarpur","28.522723, 77.193529"
950,"DTIDC-319","South","DDS-66-P","Asian Market","Mehrauli Badarpur Road","A N Depot/Badarpur","28.517028, 77.220795"
951,"DTIDC-319","South","DDS-67-P","Asian Market","Mehrauli Badarpur Road","Lado Sarai","28.516580, 77.221181"
952,"DTIDC-319","South","DDS-68-P","Dhaula Peer","Mehrauli Badarpur Road","Lado Sarai X-ing","28.521917, 77.198016"
953,"DTIDC-319","South","DDS-69-P","Dhaula Peer","Mehrauli Badarpur Road","Lado Sarai X-ing","28.522209, 77.198139"
954,"DTIDC-319","South","DDS-70-P","Institute ofPharmacy(DIPSAR)","Mehrauli Badarpur Road","Lado Sarai X-ing","28.515953, 77.224128"
955,"DTIDC-319","South","DDS-71-P","Institute ofPharmacy(DIPSAR)","Mehrauli Badarpur Road","Lado Sarai X-ing","28.516127, 77.223403"
956,"DTIDC-319","South","DDS-72-P","Institute ofPharmacy(DIPSAR)","Mehrauli Badarpur Road","A N Depot","28.516382, 77.223666"
957,"DTIDC-319","South","DDS-73-P","Institute ofPharmacy(DIPSAR)","Mehrauli Badarpur Road","A N Depot","28.516651, 77.222379"
958,"DTIDC-319","South","DDS-74-P","Lado Sarai X-ing","Mehrauli Badarpur Road","A N Depot","28.523593, 77.190763"
959,"DTIDC-319","South","DDS-75-P","Lado Sarai X-ing","Mehrauli Badarpur Road","Lado Sarai X-ing","28.522692, 77.192099"
960,"DTIDC-319","South","DDS-76-P","Maidan Garhi Xing","Mehrauli Badarpur Road","A N Depot","28.519705, 77.206993"
961,"DTIDC-319","South","DDS-77-P","Maidan Garhi Xing","Mehrauli Badarpur Road","Lado Sarai X-ing","28.519120, 77.208307"
962,"DTIDC-319","South","DDS-78-P","Saidulajab","Mehrauli Badarpur Road","Lado Sarai X-ing","28.520257, 77.203155"
963,"DTIDC-319","South","DDS-79-P","Saidulajab","Mehrauli Badarpur Road","A N Depot","28.520714, 77.202241"
964,"DTIDC-319","South","DDS-80-P","Saket Xing","Mehrauli Badarpur Road","A N Depot","28.517872, 77.216303"
965,"DTIDC-319","South","DDS-81-P","Saket Xing","Mehrauli Badarpur Road","Lado Sarai X-ing","28.517577, 77.216370"
966,"DTIDC-319","South","DDS-82-P","Aurobindo College","Basant Kaur Marg","Begam Pur","28.532627, 77.204343"
967,"DTIDC-319","South","DDS-83-P","Aurobindo College","Basant Kaur Marg","Geetanjali","28.532540, 77.204451"
968,"DTIDC-319","South","DDS-84-P","Geetanjali","Basant Kaur Marg","Begam Pur","28.530910, 77.199733"
969,"DTIDC-319","South","DDS-85-P","Vasant Lok","Poorvi Marg","Ring Road","28.560397, 77.164429"
970,"DTIDC-319","South","DDS-86-P","Vasant Vihar FBlock","Poorvi Marg","Ring Road","28.559810, 77.157167"
971,"DTIDC-319","South","DDS-87-P","VasantVihar(CPWD)","Munirka Marg","Vasant Vihar","28.554886, 77.164414"
972,"DTIDC-319","South","DDS-88-P","Vasant Kunj D-7Sector -D (1)","Nelson Mandela Marg","Inside","28.530666, 77.146479"
973,"DTIDC-319","South","DDS-89-P","Vasant Kunj D-7Sector -D (2)","Nelson Mandela Marg","Inside","28.530916, 77.146747"
974,"DTIDC-319","South","DDS-90-P","Vasant Kunj D-7Sector -D (3)","Nelson Mandela Marg","Inside","28.530256, 77.148726"
975,"DTIDC-319","South","DDS-91-P","Kamal Cinema","Chaudhary Harsukh Marg","Green Park","28.565253, 77.198834"
976,"DTIDC-319","South","DDS-92-P","Kamal Cinema","Chaudhary Harsukh Marg","Africa Avenue","28.565105, 77.198940"
977,"DTIDC-319","South","DDS-93-P","Qutab Minar","Flower Sellers Road","Inside","28.525229, 77.187714"
978,"DTIDC-319","South","DDS-94-P","Qutab Minar","Flower Sellers Road","Inside","28.525045, 77.187908"
979,"DTIDC-319","South","DDS-95-P","Lal Kuan","Mehrauli Badarpur Road","Badarpur","28.502564, 77.283938"
980,"DTIDC-319","South","DDS-96-P","Prahlad Pur","Mehrauli Badarpur Road","Ambedkar Nagar","28.500697, 77.293606"
981,"DTIDC-319","South","DDS-97-P","Prahlad Pur","Mehrauli Badarpur Road","Badarpur","28.500119, 77.294521"
982,"DTIDC-319","South","DDS-98-P","Prem Nagar","Mehrauli Badarpur Road","Ambedkar Nagar","28.503544, 77.280097"
983,"DTIDC-319","South","DDS-99-P","Prem Nagar","Mehrauli Badarpur Road","Badarpur","28.504515, 77.279255"
984,"DTIDC-319","South","DDS-100-P","Rajiv Gandhi Std.","Mehrauli Badarpur Road","Ambedkar Nagar","28.499099, 77.299132"
985,"DTIDC-319","South","DDS-101-P","Rajiv Gandhi Std.","Mehrauli Badarpur Road","Badarpur","28.499372, 77.298467"
986,"DTIDC-319","South","DDS-102-P","Suraj Kund X-ing","Mehrauli Badarpur Road","Ambedkar Nagar","28.501463, 77.290388"
987,"DTIDC-319","South","DDS-103-P","Suraj Kund X-ing","Mehrauli Badarpur Road","Badarpur","28.501799, 77.290060"
988,"DTIDC-319","South","DDS-104-P","Hauz Khas Terminal","Gamal Abdel Nasser Marg","Inside Terminal","28.543086, 77.201946"
989,"DTIDC-319","South","DDS-105-P","Hauz Khas Terminal","Gamal Abdel Nasser Marg","Inside Terminal","28.542923, 77.201962"
990,"DTIDC-319","South","DDS-106-P","Lado Sarai Terminal","Mehrauli Badarpur Road","Inside Terminal","28.523985, 77.191019"
991,"DTIDC-319","South","DDS-107-P","Lado Sarai Terminal","Mehrauli Badarpur Road","Inside Terminal","28.523910, 77.191257"
992,"DTIDC-319","South","DDS-108-P","Lado Sarai Terminal","Mehrauli Badarpur Road","Inside Terminal","28.523723, 77.191416"
993,"DTIDC-319","South","DDS-109-P","Lado Sarai Terminal","Mehrauli Badarpur Road","Inside Terminal","28.523851, 77.191072"
994,"DTIDC-319","South","DDS-110-P","Lado Sarai Terminal","Mehrauli Badarpur Road","Inside Terminal","28.523752, 77.190866"
995,"DTIDC-319","South","DDS-111-P","Begam Pur","Basant Kaur Marg","Begam Pur","28.537188, 77.210015"
996,"DTIDC-319","South","DDS-112-P","Begam Pur","Basant Kaur Marg","Geetanjali","28.536929, 77.210119"
997,"DTIDC-319","South","DDS-113-P","Malviya Nagar","Basant Kaur Marg","Malviya Nagar (T)","28.535267, 77.208457"
998,"DTIDC-319","South","DDS-114-P","Malviya Nagar","Basant Kaur Marg","Malviya Nagar Xing","28.535692, 77.208446"
999,"DTIDC-319","South","DDS-115-P","Bhavishaya Nidhi Enclave","Basant Kaur Marg","Malviya Nagar Xing","28.542179, 77.209607"
1000,"DTIDC-319","South","DDS-116-P","Maharishi Daya Nand Marg (Malviya Nagar)","Maharishi Daya Nand Marg","Malviya Nagar Xing","28.540586, 77.212785"
1001,"DTIDC-319","South","DDS-117-P","Malviya Nagar","Maharishi Daya Nand Marg","Geetanjali","28.538452, 77.213811"
1002,"DTIDC-319","South","DDS-118-P","Malviya Nagar Market","Maharishi Daya Nand Marg","Malviya Nagar Xing","28.536388, 77.211440"
1003,"DTIDC-319","South","DDS-119-P","Malviya Nagar Terminal","Basant Kaur Marg","Malviya Nagar Xing","28.531274, 77.207574"
1004,"DTIDC-319","South","DDS-120-P","Malviya Nagar Terminal","Basant Kaur Marg","Malviya Nagar Xing","28.530779, 77.207617"
1005,"DTIDC-319","South","DDS-121-P","Malviya Nagar X-ing","Maharishi Daya Nand Marg","Malviya Nagar (T)","28.538897, 77.213674"
1006,"DTIDC-319","South","DDS-122-P","Mehrauli Terminal","Kalka Das Marg","Inside","28.522575, 77.181725"
1007,"DTIDC-319","South","DDS-123-P","Mehrauli Terminal","Kalka Das Marg","Inside","28.523433, 77.182477"
1008,"DTIDC-319","South","DDS-124-P","Mehrauli Terminal","Kalka Das Marg","Inside","28.523498, 77.182949"
1009,"DTIDC-319","South","DDS-125-P","Mehrauli Terminal","Kalka Das Marg","Inside","28.522867, 77.182380"
1010,"DTIDC-319","West","DDW-126-P","Kirbi Place","Jail Road","Dhaula Kuan","28.604640, 77.128848"
1011,"DTIDC-319","West","DDW-127-P","Kirbi Place","Jail Road","Tilak Nagar","28.604333, 77.128939"
1012,"DTIDC-319","West","DDW-128-P","Supply Depot","Jail Road","Dhaula Kuan","28.606867, 77.123113"
1013,"DTIDC-319","West","DDW-129-P","Supply Depot","Jail Road","Tilak Nagar","28.606493, 77.123242"
1014,"DTIDC-319","West","DDW-130-P","Fateh Nagar","Jail Road","Tilak Nagar","28.631161, 77.098579"
1015,"DTIDC-319","West","DDW-131-P","HND-I","Jail Road","Tilak Nagar","28.623547, 77.101864"
1016,"DTIDC-319","West","DDW-132-P","HND-I","Jail Road","Tilak Nagar","28.625270, 77.101102"
1017,"DTIDC-319","West","DDW-133-P","HND-I","Janak Puri Road","Mata Chanan Devi Hospital","28.625402, 77.101472"
1018,"DTIDC-319","West","DDW-134-P","Tihar Jail","Jail Road","Tilak Nagar","28.618986, 77.104451"
1019,"DTIDC-319","West","DDW-135-P","Tihar Jail","Jail Road","Tilak Nagar","28.619655, 77.104022"
1020,"DTIDC-319","West","DDW-136-P","Tilak Nagar","Jail Road","Dhaula Kuan","28.635431, 77.097058"
1021,"DTIDC-319","West","DDW-137-P","A-3, janakpuri","Ram Mandir Marg","Janakpuri(Telecom Co)","28.624131, 77.079316"
1022,"DTIDC-319","West","DDW-138-P","Poshangi Pur Village","Near Arya Samaj Road","District Centre","28.626966, 77.085416"
1023,"DTIDC-319","West","DDW-139-P","Poshangi Pur Village","Near Arya Samaj Road","C2B Janakpuri","28.625949, 77.085802"
1024,"DTIDC-319","West","DDW-140-P","DESU Colony","Pankha Road","Pankha Road","28.611339, 77.098967"
1025,"DTIDC-319","West","DDW-141-P","DESU Colony","Pankha Road","Janakpuri","28.610774, 77.098715"
1026,"DTIDC-319","West","DDW-142-P","C-5A, Janakpuri","Vidya Marg","Pankha Road","28.618599, 77.078727"
1027,"DTIDC-319","West","DDW-143-P","C-5A, Janakpuri","Vidya Marg","Janakpuri","28.618468, 77.078362"
1028,"DTIDC-319","West","DDW-144-P","C2B, Janakpuri","Janak Puri Road","Mata Chanan Devi Hospital","28.622036, 77.086988"
1029,"DTIDC-319","West","DDW-145-P","Bharti College","Janak Puri Road","HND-2","28.620606, 77.094402"
1030,"DTIDC-319","West","DDW-146-P","Virender Nagar","Janak Puri Road","Mata Chanan Devi Hospital","28.623493, 77.096709"
1031,"DTIDC-319","West","DDW-147-P","C-4E, Janakpuri","Near Jain Mandir Marg","Dabri Chowk","28.616335, 77.088065"
1032,"DTIDC-319","West","DDW-148-P","C-4E, Janakpuri","Near Jain Mandir Marg","C2B Janakpuri","28.616222, 77.087761"
1033,"DTIDC-319","West","DDW-149-P","A-2, Janakpuri (Telecom Colony)","Pankha Road","Pankha Road","28.619669, 77.074223"
1034,"DTIDC-319","West","DDW-150-P","Tilak Nagar xing","Najafgarh Road","Tilak Nagar","28.635489, 77.092758"
1035,"DTIDC-319","West","DDW-151-P","Tilak Nagar xing","Najafgarh Road","Uttam Nagar","28.635385, 77.093066"
1036,"DTIDC-319","West","DDW-152-P","A-1, Janakpuri","Pankha Road","Uttam Nagar","28.624503, 77.067603"
1037,"DTIDC-319","West","DDW-153-P","A-1, Janakpuri","Pankha Road","Uttam Nagar","28.624079, 77.067829"
1038,"DTIDC-319","West","DDW-154-P","A-1, Janakpuri","Pankha Road","Lajwanti Garden","28.624658, 77.067831"
1039,"DTIDC-319","West","DDW-155-P","A-1, Janakpuri","Pankha Road","Lajwanti Garden","28.624220, 77.068054"
1040,"DTIDC-319","West","DDW-156-P","C-1,Janakpuri","Pankha Road","Lajwanti Garden","28.618127, 77.077116"
1041,"DTIDC-319","West","DDW-157-P","C-1,Janakpuri","Pankha Road","Lajwanti Garden","28.617941, 77.077502"
1042,"DTIDC-319","West","DDW-158-P","C-1,Janakpuri","Pankha Road","Uttam Nagar","28.617696, 77.077470"
1043,"DTIDC-319","West","DDW-159-P","C-1,Janakpuri","Pankha Road","Uttam Nagar","28.617922, 77.076990"
1044,"DTIDC-319","West","DDW-160-P","C-2, Janakpuri","Pankha Road","Lajwanti Garden","28.616276, 77.081107"
1045,"DTIDC-319","West","DDW-161-P","C-2, Janakpuri","Pankha Road","Uttam Nagar","28.615588, 77.081890"
1046,"DTIDC-319","West","DDW-162-P","Dabri xing","Pankha Road","Lajwanti Garden","28.613540, 77.087446"
1047,"DTIDC-319","West","DDW-163-P","Dabri xing","Pankha Road","Uttam Nagar","28.613660, 77.085659"
1048,"DTIDC-319","West","DDW-164-P","DESU Colony","Pankha Road","Lajwanti Garden","28.610105, 77.095137"
1049,"DTIDC-319","West","DDW-165-P","DESU Colony","Pankha Road","Uttam Nagar","28.609759, 77.095253"
1050,"DTIDC-319","West","DDW-166-P","Janak Cinema","Pankha Road","Lajwanti Garden","28.611000, 77.093099"
1051,"DTIDC-319","West","DDW-167-P","Janakpuri D Block","Pankha Road","Uttam Nagar","28.607595, 77.104407"
1052,"DTIDC-319","West","DDW-168-P","Janakpuri D Block","Pankha Road","Uttam Nagar","28.607915, 77.103559"
1053,"DTIDC-319","West","DDW-169-P","Jeevan Park","Pankha Road","Uttam Nagar","28.619334, 77.073965"
